,Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
2306,Salta,Grl. José de San Martín,Embarcación,66056090.0,962,1299,0,3,535,4,0,0,2803
2307,Salta,Grl. José de San Martín,General Ballivián,66056100.0,0,0,0,51,0,1,0,0,52
2308,Salta,Grl. José de San Martín,General Mosconi,66056110.0,1298,0,0,60,0,1,0,2,1361
2309,Salta,Grl. José de San Martín,Hickman,66056120.0,0,0,0,0,69,0,0,0,69
2310,Salta,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,66056140.0,0,0,0,0,3,0,0,0,3
2311,Salta,Grl. José de San Martín,Misión Kilómetro 6,66056150.0,0,0,0,0,2,0,0,0,2
2312,Salta,Grl. José de San Martín,Pacará,66056170.0,0,0,0,0,2,0,0,0,2
2313,Salta,Grl. José de San Martín,Padre Lozano,66056180.0,0,0,0,0,0,0,0,0,0
2314,Salta,Grl. José de San Martín,Piquirenda,66056190.0,0,0,0,6,0,0,0,0,6
2315,Salta,Grl. José de San Martín,Profesor Salvador Mazza,66056200.0,996,0,0,91,0,1,0,0,1088
2316,Salta,Grl. José de San Martín,Tartagal,66056220.0,2350,4535,0,1337,3048,2,0,14,11286
2317,Salta,Grl. José de San Martín,Tobantirenda,66056230.0,0,0,0,3,0,0,0,0,3
2318,Salta,Grl. José de San Martín,Yacuy,66056250.0,0,0,0,4,0,0,0,0,4
2319,Salta,Guachipas,Guachipas,66063010.0,0,0,0,3,35,2,0,110,150
2320,Salta,Iruya,Iruya,66070010.0,0,0,0,1,80,0,0,45,126
2321,Salta,Iruya,Pueblo Viejo,66070030.0,0,0,0,10,0,0,0,0,10
2322,Salta,Iruya,Isla de Cañas,66070020.0,0,0,0,0,0,0,0,28,28
2323,Salta,La Caldera,La Caldera,66077010.0,0,0,0,50,293,3,0,8,354
2324,Salta,La Caldera,Vaqueros,66077020.0,159,0,0,90,250,0,0,469,968
2325,Salta,La Candelaria,El Jardín,66084010.0,0,0,0,42,0,1,0,0,43
2326,Salta,La Candelaria,El Tala,66084020.0,0,0,0,41,0,5,0,131,177
2327,Salta,La Candelaria,La Candelaria,66084030.0,0,0,0,36,0,0,0,0,36
2328,Salta,La Poma,La Poma,66091020.0,0,0,0,1,0,0,0,44,45
2329,Salta,La Viña,Coronel Moldes,66098030.0,52,0,0,0,115,1,0,5,173
2330,Salta,La Viña,La Viña,66098040.0,0,0,0,1,0,1,0,98,100
2331,Salta,La Viña,Ampascachi,66098010.0,0,0,0,0,0,0,0,2,2
2332,Salta,La Viña,Talapampa,66098050.0,0,0,0,0,0,0,0,2,2
2333,Salta,La Viña,Cabra Corral,66098020.0,0,0,0,0,0,0,0,2,2
2334,Salta,Los Andes,Olacapato,66105010.0,0,0,0,31,0,3,0,3,37
2335,Salta,Los Andes,San Antonio de los Cobres,66105020.0,0,0,0,2,0,16,0,94,112
2336,Salta,Los Andes,Tolar Grande,66105040.0,0,0,0,20,0,2,0,12,34
2337,Salta,Los Andes,Santa Rosa de los Pastos Grandes,66105030.0,0,0,0,28,0,0,0,20,48
2338,Salta,Metán,El Galpón,66112010.0,219,65,0,91,0,1,0,3,379
2339,Salta,Metán,El Tunal,66112020.0,0,0,0,80,0,1,0,0,81
2340,Salta,Metán,Metán Viejo,66112050.0,0,0,0,42,0,1,0,0,43
2341,Salta,Metán,Río Piedras,66112070.0,34,0,0,15,0,1,0,2,52
2342,Salta,Metán,San José de Metán,66112040.0,2877,611,0,183,0,2,0,0,3673
2343,Salta,Metán,Lumbreras,66112030.0,0,0,0,46,0,0,0,0,46
2344,Salta,Metán,San José de Orquera,66112080.0,0,0,0,15,0,0,0,0,15
2345,Salta,Molinos,Molinos,66119020.0,2,0,0,3,0,0,0,45,50
2346,Salta,Molinos,Seclantás,66119030.0,0,0,0,2,0,2,0,21,25
2347,Salta,Orán,Aguas Blancas,66126010.0,0,0,0,0,0,1,0,75,76
2348,Salta,Orán,Colonia Santa Rosa,66126020.0,0,293,0,0,100,3,0,85,481
2349,Salta,Orán,Hipólito Yrigoyen,66126040.0,519,423,0,250,40,1,0,85,1318
2350,Salta,Orán,Pichanal,66126060.0,436,97,0,1,103,1,0,0,638
2351,Salta,Orán,San Ramón de la Nueva Orán,66126070.0,3680,107,0,2941,580,3,0,0,7311
2352,Salta,Orán,Urundel,66126080.0,0,0,0,1,0,2,0,86,89
2353,Salta,Orán,El Tabacal,66126030.0,0,1,0,80,0,0,0,0,81
2354,Salta,OTROS,OTROS,0.0,0,0,0,0,16,0,0,0,16
2355,Salta,Rivadavia,Alto de la Sierra,66133010.0,0,0,0,1,3,0,0,5,9
2356,Salta,Rivadavia,Capitán Juan Pagé,66133020.0,0,0,0,0,0,0,0,4,4
2357,Salta,Rivadavia,Coronel Juan Solá,66133030.0,30,0,0,1,0,2,0,96,129
2358,Salta,Rivadavia,La Unión,66133040.0,0,0,0,0,0,1,0,0,1
2359,Salta,Rivadavia,Los Blancos,66133050.0,0,0,0,0,0,0,0,9,9
2360,Salta,Rivadavia,Pluma de Pato,66133060.0,0,0,0,0,0,0,0,6,6
2361,Salta,Rivadavia,Rivadavia,66133070.0,0,0,0,1,0,0,0,0,1
2362,Salta,Rivadavia,Santa María,66133080.0,0,0,0,0,5,0,0,0,5
2363,Salta,Rivadavia,Santa Victoria Este,66133100.0,17,0,0,1,10,1,0,41,70
2364,Salta,Rosario de la Frontera,Antilla,66140010.0,0,0,0,1,0,2,0,0,3
2365,Salta,Rosario de la Frontera,El Potrero,66140040.0,0,0,0,1,0,1,0,0,2
2366,Salta,Rosario de la Frontera,Rosario de la Frontera,66140050.0,2354,404,0,3,0,1,0,175,2937
2367,Salta,Rosario de la Frontera,Copo Quile,66140020.0,0,0,0,35,0,0,0,0,35
2368,Salta,Rosario de la Frontera,El Naranjo,66140030.0,0,0,0,39,0,1,0,0,40
2369,Salta,Rosario de Lerma,Campo Quijano,66147010.0,218,0,0,360,0,3,0,148,729
2370,Salta,Rosario de Lerma,La Silleta,66147020.0,105,0,0,220,0,1,0,34,360
2371,Salta,Rosario de Lerma,Rosario de Lerma,66147030.0,1285,403,0,2602,10,1,0,4,4305
2372,Salta,Rosario de Lerma,La Merced Del Encón,66147015.0,0,0,0,175,0,0,0,82,257
2373,Salta,San Carlos,Angastaco,66154010.0,0,0,0,7,0,0,0,39,46
2374,Salta,San Carlos,Animaná,66154020.0,0,0,0,0,0,1,0,51,52
2375,Salta,San Carlos,El Barrial,66154030.0,0,0,0,0,400,0,0,0,400
2376,Salta,San Carlos,San Carlos,66154040.0,0,0,0,1,0,2,0,94,97
2377,Salta,Santa Victoria,Campo La Cruz,66161020.0,0,0,0,0,50,0,0,0,50
2378,Salta,Santa Victoria,Los Toldos,66161030.0,0,0,0,2,0,0,0,41,43
2379,Salta,Santa Victoria,Nazareno,66161040.0,0,0,0,61,135,0,0,0,196
2380,Salta,Santa Victoria,Poscaya,66161050.0,0,0,0,0,30,0,0,0,30
2381,Salta,Santa Victoria,San Marcos,66161060.0,0,0,0,0,30,0,0,0,30
2382,Salta,Santa Victoria,Santa Victoria,66161070.0,0,0,0,74,0,5,0,200,279
2383,Salta,Santa Victoria,Acoyte,66161010.0,0,0,0,0,0,0,0,10,10
2384,San Juan,25 de Mayo,Villa Santa Rosa,70126050.0,0,0,0,0,0,0,0,52,52
2385,San Juan,25 de Mayo,Tupelí,70126020.0,0,0,0,0,0,0,0,60,60
2386,San Juan,25 de Mayo,Villa Borjas - La Chimbera,70126030.0,0,0,0,0,0,0,0,80,80
2387,San Juan,25 de Mayo,Villa Borjas,70126010.0,0,0,0,0,0,0,0,6,6
2388,San Juan,9 de Julio,9 de Julio,70063040.0,0,0,0,125,0,1,0,116,242
2389,San Juan,9 de Julio,Colonia Fiorito,70063020.0,0,0,0,0,0,0,0,5,5
2390,San Juan,9 de Julio,Las Chacritas,70063030.0,0,0,0,0,0,0,0,91,91
2391,San Juan,9 de Julio,OTROS,0.0,0,0,0,0,0,1,0,0,1
2392,San Juan,9 de Julio,Alto de Sierra,70063010.0,0,0,0,0,0,0,0,5,5
2393,San Juan,Albardón,El Rincón,70007010.0,509,0,5,0,0,0,0,10,524
2394,San Juan,Albardón,OTROS,0.0,0,0,0,0,300,0,0,0,300
2395,San Juan,Albardón,Villa General San Martín - Campo Afuera,70007020.0,0,0,0,0,0,0,0,135,135
2396,San Juan,Albardón,Villa General San Martin,70007010.0,0,0,0,0,0,0,0,46,46
2397,San Juan,Angaco,OTROS,0.0,0,0,0,0,72,0,0,0,72
2398,San Juan,Angaco,Villa El Salvador - Villa Sefair,70014020.0,0,0,0,0,0,0,0,93,93
2399,San Juan,Angaco,Villa El Salvador,70014010.0,0,0,0,0,0,0,0,34,34
2400,San Juan,Calingasta,Barreal - Villa Pituil,70021010.0,0,0,1,0,0,0,0,1294,1295
2401,San Juan,Calingasta,Calingasta,70021020.0,0,0,0,0,0,2,0,370,372
2402,San Juan,Calingasta,Tamberías,70021030.0,0,0,1,0,0,0,0,130,131
2403,San Juan,Capital,San Juan,70028010.0,12814,22723,227,10721,3576,5,0,6781,56847
2404,San Juan,Caucete,Bermejo,70035010.0,0,0,0,0,0,1,0,0,1
2405,San Juan,Caucete,Caucete,70035020.0,1006,0,0,0,2500,0,0,521,4027
2406,San Juan,Caucete,Vallecito,70035070.0,0,0,0,0,250,0,0,4,254
2407,San Juan,Caucete,Villa Independencia,70035080.0,0,0,0,0,0,0,0,10,10
2408,San Juan,Chimbas,Chimbas,70042010.0,2944,0,6,942,0,0,0,1948,5840
2409,San Juan,Chimbas,Villa Paula Albarracin,70042010.0,0,0,0,0,0,0,0,2,2
2410,San Juan,Iglesia,Angualasto,70049010.0,0,0,0,0,0,0,0,38,38
2411,San Juan,Iglesia,Bella Vista,70049020.0,0,0,0,0,0,1,0,43,44
2412,San Juan,Iglesia,Iglesia,70049030.0,0,0,0,0,0,11,0,79,90
2413,San Juan,Iglesia,Las Flores,70049040.0,0,0,0,0,0,1,0,111,112
2414,San Juan,Iglesia,Pismanta,70049050.0,0,0,0,0,0,3,0,18,21
2415,San Juan,Iglesia,Rodeo,70049060.0,0,0,0,0,10,0,0,472,482
2416,San Juan,Iglesia,Tudcum,70049070.0,0,0,0,0,0,1,0,89,90
2417,San Juan,Jáchal,San Isidro,70056070.0,0,0,0,0,0,0,0,97,97
2418,San Juan,Jáchal,San José de Jáchal,70056080.0,0,0,1,381,0,2,0,711,1095
2419,San Juan,Jáchal,Tamberías,70056090.0,0,0,0,0,0,0,0,62,62
2420,San Juan,Jáchal,Villa Mercedes,70056110.0,0,0,0,0,0,4,0,170,174
2421,San Juan,Jáchal,Gran China,70056020.0,0,0,0,0,0,0,0,82,82
2422,San Juan,Jáchal,Huaco,70056030.0,0,0,0,0,0,0,0,109,109
2423,San Juan,Jáchal,Pampa Vieja,70056060.0,0,0,0,0,0,0,0,86,86
2424,San Juan,Jáchal,El Médano,70056010.0,0,0,0,0,0,0,0,25,25
2425,San Juan,Jáchal,Mogna,70056040.0,0,0,0,0,0,0,0,5,5
2426,San Juan,Jáchal,Niquivil,70056050.0,0,0,0,0,0,0,0,25,25
2427,San Juan,Jáchal,Villa Malvinas Argentinas,70056100.0,0,0,0,0,0,0,0,25,25
2428,San Juan,OTROS,OTROS,0.0,0,0,0,0,454,0,0,0,454
2429,San Juan,Pocito,Villa Aberastain - La Rinconada,70070040.0,549,0,4,0,0,1,0,205,759
2430,San Juan,Pocito,Villa Centenario,70070060.0,0,0,0,0,0,0,0,56,56
2431,San Juan,Pocito,Villa Barbosa - Villa Nacusi,70070050.0,0,0,0,0,0,0,0,98,98
2432,San Juan,Pocito,Quinto Cuartel,70070030.0,0,0,0,0,0,0,0,101,101
2433,San Juan,Pocito,Villa Aberastain,70070010.0,0,0,0,0,0,0,0,10,10
2434,San Juan,Pocito,Barrio Ruta 40,70070010.0,0,0,0,0,0,0,0,14,14
2435,San Juan,Pocito,Carpintería,70070020.0,0,0,0,0,0,0,0,14,14
2436,San Juan,Rawson,Rawson,70077010.0,16318,0,12,0,0,2,0,1004,17336
2437,San Juan,Rawson,Villa Krause,70077020.0,0,0,0,0,0,0,0,211,211
2438,San Juan,Rawson,El Medanito,70077010.0,0,0,0,0,0,0,0,32,32
2439,San Juan,Rawson,Villa Bolaños,70077020.0,0,0,0,0,0,0,0,287,287
2440,San Juan,Rivadavia,Rivadavia,70084010.0,2028,0,12,77,15,1,0,2243,4376
2441,San Juan,San Martín,San Isidro (Est. Los Angacos),70091030.0,2,0,0,0,0,0,0,4,6
2442,San Juan,San Martín,Villa San Martín,70091070.0,0,0,0,0,210,1,0,18,229
2443,San Juan,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060.0,0,0,0,3,0,0,0,73,76
2444,San Juan,San Martín,Villa El Salvador,70091040.0,0,0,0,0,0,0,0,12,12
2445,San Juan,San Martín,Dos Acequias (Est. Los Angacos),70091020.0,0,0,0,0,0,0,0,31,31
2446,San Juan,San Martín,Barrio Sadop,70091010.0,0,0,0,0,0,0,0,2,2
2447,San Juan,San Martín,Villa Dominguito (Est. Puntilla Blanca),70091050.0,0,0,0,0,0,0,0,2,2
2448,San Juan,Santa Lucía,Santa Lucía,70098010.0,2400,0,11,73,15,0,0,2057,4556
2449,San Juan,Santa Lucía,Alto de Sierra,70098010.0,0,0,0,0,0,0,0,18,18
2450,San Juan,Sarmiento,Cañada Honda,70105010.0,0,0,0,1,0,2,0,1,4
2451,San Juan,Sarmiento,Cienaguita,70105020.0,0,0,0,1,0,0,0,1,2
2452,San Juan,Sarmiento,Las Lagunas,70105060.0,0,0,0,0,0,1,0,0,1
2453,San Juan,Sarmiento,Los Berros,70105070.0,0,0,0,2,0,0,0,66,68
2454,San Juan,Sarmiento,Villa Media Agua,70105100.0,0,0,0,1,0,0,0,197,198
2455,San Juan,Sarmiento,Pedernal,70105080.0,0,0,0,0,0,0,0,11,11
2456,San Juan,Sarmiento,Divisadero,70105040.0,0,0,0,0,0,0,0,11,11
2457,San Juan,Sarmiento,Guanacache,70105050.0,0,0,0,0,0,0,0,8,8
2458,San Juan,Sarmiento,Punta del Médano,70105090.0,0,0,0,0,0,0,0,1,1
2459,San Juan,Ullum,Villa Ibáñez,70112010.0,0,0,1,0,0,0,0,402,403
2460,San Juan,Valle Fértil,Astica,70119010.0,0,0,0,0,0,0,0,30,30
2461,San Juan,Valle Fértil,OTROS,0.0,0,0,0,0,190,0,0,0,190
2462,San Juan,Valle Fértil,Villa San Agustín,70119060.0,0,0,0,1,0,4,0,260,265
2463,San Juan,Zonda,Villa Basilio Nievas,70133010.0,0,0,0,0,0,0,0,340,340
2464,San Luis,Ayacucho,Candelaria,74007010.0,0,0,0,0,0,0,0,882,882
2465,San Luis,Ayacucho,La Majada,74007010.0,0,0,0,0,0,0,0,19,19
2466,San Luis,Ayacucho,Leandro N. Alem,74007030.0,0,0,0,0,0,0,0,13,13
2467,San Luis,Ayacucho,Luján,74007040.0,0,0,0,0,0,0,0,1196,1196
2468,San Luis,Ayacucho,OTROS,0.0,0,0,0,0,0,3,0,0,3
2469,San Luis,Ayacucho,Quines,74007050.0,0,0,0,0,0,1,0,37,38
2470,San Luis,Ayacucho,Río Juan Gómez,74007010.0,0,0,0,0,0,0,0,76,76
2471,San Luis,Ayacucho,San Francisco del Monte de Oro,74007070.0,0,0,0,0,0,0,0,1435,1435
2472,San Luis,Ayacucho,San Miguel,74007070.0,0,0,0,0,0,1,0,0,1
2473,San Luis,Ayacucho,Pampa Grande,74007010.0,0,0,0,2,0,0,0,0,2
2474,San Luis,Ayacucho,Lomas Blancas,74007010.0,0,0,0,0,0,0,0,21,21
2475,San Luis,Belgrano,La Calera,74014010.0,0,0,0,0,0,0,0,392,392
2476,San Luis,Belgrano,Los Molles,74014010.0,0,0,0,0,0,0,0,246,246
2477,San Luis,Belgrano,Nogolí,74014020.0,0,0,0,0,0,0,0,660,660
2478,San Luis,Belgrano,San Pedro,74014040.0,0,0,0,0,0,0,0,13,13
2479,San Luis,Belgrano,Villa de la Quebrada,74014030.0,0,0,0,0,0,0,0,513,513
2480,San Luis,Belgrano,Villa General Roca,74014040.0,0,0,0,0,0,0,0,283,283
2481,San Luis,Chacabuco,Concarán,74028010.0,0,0,0,0,0,2,0,1812,1814
2482,San Luis,Chacabuco,Cortaderas,74028020.0,0,0,0,5,0,0,0,891,896
2483,San Luis,Chacabuco,Naschel,74028030.0,0,0,0,0,0,0,0,1125,1125
2484,San Luis,Chacabuco,Papagayos,74028040.0,0,0,0,0,0,0,0,61,61
2485,San Luis,Chacabuco,Renca,74028050.0,0,0,0,0,0,0,0,106,106
2486,San Luis,Chacabuco,San Pablo,74028060.0,0,0,0,0,0,0,0,74,74
2487,San Luis,Chacabuco,Tilisarao,74028070.0,0,0,0,0,0,0,0,1590,1590
2488,San Luis,Chacabuco,Villa del Carmen,74028080.0,0,0,0,0,0,0,0,353,353
2489,San Luis,Chacabuco,Villa Larca,74028090.0,0,0,0,0,0,0,0,558,558
2490,San Luis,Chacabuco,El Algarrobal,74028020.0,0,0,0,3,0,0,0,0,3
2491,San Luis,Coronel Pringles,Carolina,74021010.0,0,0,0,0,0,0,0,229,229
2492,San Luis,Coronel Pringles,El Trapiche,74021020.0,0,0,0,0,0,0,0,1008,1008
2493,San Luis,Coronel Pringles,Fraga,74021030.0,0,0,0,0,0,0,0,309,309
2494,San Luis,Coronel Pringles,La Bajada,74021040.0,0,0,0,0,0,0,0,72,72
2495,San Luis,Coronel Pringles,La Florida,74021050.0,0,0,0,0,0,0,0,87,87
2496,San Luis,Coronel Pringles,La Toma,74021060.0,100,0,0,0,0,0,0,392,492
2497,San Luis,Coronel Pringles,OTROS,0.0,0,0,0,0,0,27,0,0,27
2498,San Luis,Coronel Pringles,Río Grande,74021080.0,0,0,0,0,0,0,0,187,187
2499,San Luis,Coronel Pringles,Saladillo,74021090.0,0,0,0,1,0,0,0,1987,1988
2500,San Luis,Coronel Pringles,El Durazno,74021060.0,0,0,0,0,0,0,0,66,66
2501,San Luis,General Pedernera,Juan Jorba,74035010.0,0,0,0,0,0,0,0,28,28
2502,San Luis,General Pedernera,Juan Llerena,74035020.0,0,0,0,0,0,0,0,130,130
2503,San Luis,General Pedernera,Justo Daract,74035030.0,175,0,4,0,0,0,0,3880,4059
2504,San Luis,General Pedernera,La Punilla,74035040.0,0,0,0,0,0,0,0,9,9
2505,San Luis,General Pedernera,Lavaisse,74035050.0,0,0,0,0,0,0,0,58,58
2506,San Luis,General Pedernera,San José del Morro,74035060.0,0,0,0,0,0,0,0,381,381
2507,San Luis,General Pedernera,Villa Mercedes,74035070.0,1789,29276,85,4,14585,0,0,10179,55918
2508,San Luis,General Pedernera,Villa Salles,74035090.0,0,0,0,0,0,0,0,27,27
2509,San Luis,General Pedernera,La Angelina,74035040.0,0,0,0,0,0,0,0,1127,1127
2510,San Luis,Gobernador Dupuy,Anchorena,74042010.0,0,0,1,0,0,0,0,212,213
2511,San Luis,Gobernador Dupuy,Arizona,74042020.0,0,0,3,0,0,0,0,257,260
2512,San Luis,Gobernador Dupuy,Bagual,74042030.0,0,0,0,0,0,0,0,64,64
2513,San Luis,Gobernador Dupuy,Batavia,74042040.0,0,0,0,0,0,2,0,196,198
2514,San Luis,Gobernador Dupuy,Buena Esperanza,74042050.0,0,0,1,0,0,1,0,961,963
2515,San Luis,Gobernador Dupuy,Fortín El Patria,74042060.0,0,0,0,0,0,1,0,194,195
2516,San Luis,Gobernador Dupuy,Fortuna,74042070.0,0,0,1,0,0,1,0,149,151
2517,San Luis,Gobernador Dupuy,La Maroma,74042080.0,0,0,0,0,0,2,0,0,2
2518,San Luis,Gobernador Dupuy,Martín de Loyola,74042100.0,0,0,0,0,0,2,0,509,511
2519,San Luis,Gobernador Dupuy,Nahuel Mapá,74042110.0,0,0,0,0,0,0,0,20,20
2520,San Luis,Gobernador Dupuy,Navia,74042120.0,0,0,0,0,0,2,0,83,85
2521,San Luis,Gobernador Dupuy,Nueva Galia,74042130.0,0,0,0,0,0,0,0,500,500
2522,San Luis,Gobernador Dupuy,Unión,74042140.0,0,0,0,0,0,0,0,810,810
2523,San Luis,Junín,Carpinteria,74049010.0,155,10,0,0,0,0,0,901,1066
2524,San Luis,Junín,Cerro de Oro,74049020.0,19,14,0,7,0,0,0,250,290
2525,San Luis,Junín,Lafinur,74049030.0,0,0,0,0,0,0,0,51,51
2526,San Luis,Junín,Los Cajones,74049040.0,0,0,0,0,0,0,0,64,64
2527,San Luis,Junín,Los Molles,74049050.0,0,0,0,0,0,0,0,54,54
2528,San Luis,Junín,Merlo,74049060.0,1286,62,0,211,0,0,0,5089,6648
2529,San Luis,Junín,Santa Rosa del Conlara,74049070.0,142,0,0,0,0,0,0,1875,2017
2530,San Luis,Junín,Talita,74049080.0,0,0,0,0,0,2,0,111,113
2531,San Luis,La Capital,Alto Pelado,74056010.0,0,0,0,0,0,0,0,71,71
2532,San Luis,La Capital,Alto Pencoso,74056020.0,0,0,0,1,0,0,0,85,86
2533,San Luis,La Capital,Balde,74056030.0,0,0,0,1,0,5,0,183,189
2534,San Luis,La Capital,Beazley,74056040.0,0,0,0,0,0,0,0,202,202
2535,San Luis,La Capital,Cazador,74056050.0,0,0,0,0,0,0,0,34,34
2536,San Luis,La Capital,Chosmes,74056060.0,0,0,0,0,0,0,0,9,9
2537,San Luis,La Capital,Desaguadero,74056070.0,0,0,0,1,0,0,0,252,253
2538,San Luis,La Capital,El Volcán,74056080.0,0,0,0,0,0,0,0,1067,1067
2539,San Luis,La Capital,Jarilla,74056090.0,0,0,0,0,0,0,0,29,29
2540,San Luis,La Capital,Juana Koslay,74056100.0,419,0,2,0,0,0,0,82,503
2541,San Luis,La Capital,Potrero de los Funes,74056120.0,0,0,0,0,0,0,0,1795,1795
2542,San Luis,La Capital,Salinas del Bebedero,74056130.0,0,0,0,0,0,0,0,35,35
2543,San Luis,La Capital,San Jerónimo,74056140.0,0,0,0,0,0,0,0,160,160
2544,San Luis,La Capital,San Luis,74056150.0,2774,1,84,5,84,2,0,18447,21397
2545,San Luis,La Capital,Zanjitas,74056160.0,0,0,0,0,0,0,0,103,103
2546,San Luis,La Capital,La Punta,74056105.0,0,0,0,7,0,0,0,0,7
2547,San Luis,La Capital,Las Barrancas,74056070.0,0,0,0,0,0,1,0,55,56
2548,San Luis,La Capital,Varela,74056140.0,0,0,0,0,0,0,0,7,7
2549,San Luis,La Capital,Boca Del Tigre,74056070.0,0,0,0,0,0,1,0,0,1
2550,San Luis,Libertador Grl. San Martín,La Ramada,74063020.0,0,0,0,0,0,0,0,2144,2144
2551,San Luis,Libertador Grl. San Martín,La Vertiente,74063010.0,0,0,0,0,0,2,0,49,51
2552,San Luis,Libertador Grl. San Martín,Las Aguadas,74063020.0,0,0,0,0,0,0,0,98,98
2553,San Luis,Libertador Grl. San Martín,Las Chacras,74063030.0,0,0,0,0,0,5,0,30,35
2554,San Luis,Libertador Grl. San Martín,Las Lagunas,74063040.0,0,0,0,0,0,0,0,27,27
2555,San Luis,Libertador Grl. San Martín,Paso Grande,74063050.0,0,0,0,0,0,0,0,183,183
2556,San Luis,Libertador Grl. San Martín,Potrerillo,74063060.0,0,0,0,0,0,0,0,59,59
2557,San Luis,Libertador Grl. San Martín,San Martín,74063070.0,1,0,1,0,0,0,0,324,326
2558,San Luis,Libertador Grl. San Martín,Villa de Praga,74063080.0,0,0,0,0,0,1,0,211,212
2559,San Luis,Libertador Grl. San Martín,El Puesto,74063050.0,0,0,0,0,0,0,0,11,11
2560,San Luis,OTROS,OTROS,0.0,0,0,0,0,70,0,0,0,70
2561,Santa Cruz,Corpen Aike,Comandante Luis Piedrabuena,78007010.0,612,618,2,0,1,1,0,62,1296
2562,Santa Cruz,Corpen Aike,Puerto Santa Cruz,78007020.0,683,0,4,0,1,2,0,0,690
2563,Santa Cruz,Deseado,Caleta Olivia,78014010.0,0,8280,0,720,2,5,0,478,9485
2564,Santa Cruz,Deseado,Cañadón Seco,78014020.0,0,0,0,2,0,3,0,118,123
2565,Santa Cruz,Deseado,Jaramillo,78014040.0,0,0,0,0,0,2,0,86,88
2566,Santa Cruz,Deseado,Las Heras,78014060.0,0,0,0,2353,1,1,0,1085,3440
2567,Santa Cruz,Deseado,Pico Truncado,78014070.0,0,0,0,2846,1,2,0,1069,3918
2568,Santa Cruz,Deseado,Puerto Deseado,78014080.0,1488,0,9,0,10,12,0,0,1519
2569,Santa Cruz,Deseado,Tellier,78014090.0,0,0,0,0,0,1,0,0,1
2570,Santa Cruz,Güer Aike,28 de Noviembre,78021060.0,0,0,0,10,6,1,0,195,212
2571,Santa Cruz,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010.0,0,0,0,0,0,1,0,0,1
2572,Santa Cruz,Güer Aike,Río Gallegos,78021040.0,3682,10399,173,736,172,14,0,0,15176
2573,Santa Cruz,Güer Aike,Yacimientos Río Turbio,78021070.0,261,0,0,0,1,1,0,0,263
2574,Santa Cruz,Güer Aike,Mina 3,78021030.0,0,0,0,0,0,1,0,0,1
2575,Santa Cruz,Lago Argentino,El Calafate,78028010.0,2595,0,0,3717,1,7,0,618,6938
2576,Santa Cruz,Lago Argentino,El Chaltén,78028020.0,0,0,0,431,1,3,0,2,437
2577,Santa Cruz,Lago Argentino,Tres Lagos,78028030.0,0,0,0,0,0,1,0,0,1
2578,Santa Cruz,Lago Buenos Aires,Los Antiguos,78035010.0,0,0,2,0,1,6,0,30,39
2579,Santa Cruz,Lago Buenos Aires,Perito Moreno,78035020.0,0,2600,7,0,101,5,0,0,2713
2580,Santa Cruz,Magallanes,Puerto San Julián,78042010.0,849,2150,1,0,1,8,0,153,3162
2581,Santa Cruz,Río Chico,Bajo Caracoles,78049010.0,0,0,0,0,0,1,0,0,1
2582,Santa Cruz,Río Chico,Gobernador Gregores,78049020.0,0,0,0,0,1,5,0,0,6
2583,Santa Fe,9 de Julio,Esteban Rams,82077010.0,0,0,0,0,0,2,0,35,37
2584,Santa Fe,9 de Julio,Gato Colorado,82077020.0,0,0,0,0,0,4,0,0,4
2585,Santa Fe,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),82077030.0,0,0,0,0,0,3,0,144,147
2586,Santa Fe,9 de Julio,Logroño,82077040.0,1,0,0,0,0,0,0,47,48
2587,Santa Fe,9 de Julio,Montefiore,82077050.0,0,0,0,0,0,1,0,17,18
2588,Santa Fe,9 de Julio,Pozo Borrado,82077060.0,0,0,0,0,0,0,0,127,127
2589,Santa Fe,9 de Julio,San Bernardo,82077065.0,0,0,0,0,0,0,0,109,109
2590,Santa Fe,9 de Julio,Santa Margarita,82077070.0,0,0,0,0,0,5,0,96,101
2591,Santa Fe,9 de Julio,Tostado,82077080.0,1328,6,0,0,0,2,0,1752,3088
2592,Santa Fe,9 de Julio,Villa Minetti,82077090.0,0,0,0,1,0,5,0,264,270
2593,Santa Fe,Belgrano,Armstrong,82007010.0,1245,0,0,99,0,0,0,37,1381
2594,Santa Fe,Belgrano,Bouquet,82007020.0,388,0,0,0,0,0,0,1,389
2595,Santa Fe,Belgrano,Las Parejas,82007030.0,1297,154,0,0,0,0,0,124,1575
2596,Santa Fe,Belgrano,Las Rosas,82007040.0,1358,2308,0,225,0,0,0,33,3924
2597,Santa Fe,Belgrano,Montes de Oca,82007050.0,591,0,0,0,168,1,0,43,803
2598,Santa Fe,Belgrano,Tortugas,82007060.0,177,0,0,0,0,1,0,0,178
2599,Santa Fe,Caseros,Arequito,82014010.0,71,2241,0,0,0,0,0,0,2312
2600,Santa Fe,Caseros,Arteaga,82014020.0,73,868,0,0,0,0,0,87,1028
